Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Date_Parsed,Year,Month,HomeTeam_encoded,AwayTeam_encoded,TotalGoals,GoalDifference,HomeAdvantage,Over2_5,Over1_5,Over3_5,BTTS,FTR_encoded
2006-2007,9/12/2006,Middlesbrough,Wigan,1,1,D,2006-12-09,2006,12,22,37,2,0,0,0,1,0,1,1
2006-2007,9/12/2006,Portsmouth,Everton,2,0,H,2006-12-09,2006,12,25,14,2,2,1,0,1,0,0,0
2006-2007,9/12/2006,Tottenham,Charlton,5,1,H,2006-12-09,2006,12,33,10,6,4,1,1,1,1,1,0
2006-2007,9/12/2006,Watford,Reading,0,0,D,2006-12-09,2006,12,34,27,0,0,0,0,0,0,0,1
2006-2007,10/12/2006,Chelsea,Arsenal,1,1,D,2006-12-10,2006,12,11,0,2,0,0,0,1,0,1,1
2006-2007,11/12/2006,Sheffield United,Aston Villa,2,2,D,2006-12-11,2006,12,28,1,4,0,0,1,1,1,1,1
2006-2007,1/1/2007,Fulham,Watford,0,0,D,2007-01-01,2007,1,15,34,0,0,0,0,0,0,0,1
2006-2007,1/1/2007,Liverpool,Bolton,3,0,H,2007-01-01,2007,1,19,5,3,3,1,1,1,0,0,0
2006-2007,1/1/2007,Man City,Everton,2,1,H,2007-01-01,2007,1,20,14,3,1,1,1,1,0,1,0
2006-2007,1/1/2007,Middlesbrough,Sheffield United,3,1,H,2007-01-01,2007,1,22,28,4,2,1,1,1,1,1,0
2006-2007,1/1/2007,Newcastle,Man United,2,2,D,2007-01-01,2007,1,23,21,4,0,0,1,1,1,1,1
2006-2007,1/1/2007,Portsmouth,Tottenham,1,1,D,2007-01-01,2007,1,25,33,2,0,0,0,1,0,1,1
2006-2007,1/1/2007,Reading,West Ham,6,0,H,2007-01-01,2007,1,27,36,6,6,1,1,1,1,0,0
2006-2007,1/1/2007,Wigan,Blackburn,0,3,A,2007-01-01,2007,1,37,3,3,-3,0,1,1,0,0,2
2006-2007,2/1/2007,Arsenal,Charlton,4,0,H,2007-01-02,2007,1,0,10,4,4,1,1,1,1,0,0
2006-2007,2/1/2007,Aston Villa,Chelsea,0,0,D,2007-01-02,2007,1,1,11,0,0,0,0,0,0,0,1
2006-2007,3/2/2007,Aston Villa,West Ham,1,0,H,2007-02-03,2007,2,1,36,1,1,1,0,0,0,0,0
2006-2007,3/2/2007,Blackburn,Sheffield United,2,1,H,2007-02-03,2007,2,3,28,3,1,1,1,1,0,1,0
2006-2007,3/2/2007,Charlton,Chelsea,0,1,A,2007-02-03,2007,2,10,11,1,-1,0,0,0,0,0,2
2006-2007,3/2/2007,Fulham,Newcastle,2,1,H,2007-02-03,2007,2,15,23,3,1,1,1,1,0,1,0
2006-2007,3/2/2007,Liverpool,Everton,0,0,D,2007-02-03,2007,2,19,14,0,0,0,0,0,0,0,1
2006-2007,3/2/2007,Man City,Reading,0,2,A,2007-02-03,2007,2,20,27,2,-2,0,0,1,0,0,2
2006-2007,3/2/2007,Middlesbrough,Arsenal,1,1,D,2007-02-03,2007,2,22,0,2,0,0,0,1,0,1,1
2006-2007,3/2/2007,Watford,Bolton,0,1,A,2007-02-03,2007,2,34,5,1,-1,0,0,0,0,0,2
2006-2007,3/2/2007,Wigan,Portsmouth,1,0,H,2007-02-03,2007,2,37,25,1,1,1,0,0,0,0,0
2006-2007,4/2/2007,Tottenham,Man United,0,4,A,2007-02-04,2007,2,33,21,4,-4,0,1,1,1,0,2
2006-2007,10/2/2007,Chelsea,Middlesbrough,3,0,H,2007-02-10,2007,2,11,22,3,3,1,1,1,0,0,0
2006-2007,10/2/2007,Everton,Blackburn,1,0,H,2007-02-10,2007,2,14,3,1,1,1,0,0,0,0,0
2006-2007,10/2/2007,Man United,Charlton,2,0,H,2007-02-10,2007,2,21,10,2,2,1,0,1,0,0,0
2006-2007,10/2/2007,Newcastle,Liverpool,2,1,H,2007-02-10,2007,2,23,19,3,1,1,1,1,0,1,0
2006-2007,10/2/2007,Portsmouth,Man City,2,1,H,2007-02-10,2007,2,25,20,3,1,1,1,1,0,1,0
2006-2007,10/2/2007,Reading,Aston Villa,2,0,H,2007-02-10,2007,2,27,1,2,2,1,0,1,0,0,0
2006-2007,10/2/2007,Sheffield United,Tottenham,2,1,H,2007-02-10,2007,2,28,33,3,1,1,1,1,0,1,0
2006-2007,10/2/2007,West Ham,Watford,0,1,A,2007-02-10,2007,2,36,34,1,-1,0,0,0,0,0,2
2006-2007,11/2/2007,Arsenal,Wigan,2,1,H,2007-02-11,2007,2,0,37,3,1,1,1,1,0,1,0
2006-2007,11/2/2007,Bolton,Fulham,2,1,H,2007-02-11,2007,2,5,15,3,1,1,1,1,0,1,0
2006-2007,3/3/2007,Arsenal,Reading,2,1,H,2007-03-03,2007,3,0,27,3,1,1,1,1,0,1,0
2006-2007,3/3/2007,Fulham,Aston Villa,1,1,D,2007-03-03,2007,3,15,1,2,0,0,0,1,0,1,1
2006-2007,3/3/2007,Liverpool,Man United,0,1,A,2007-03-03,2007,3,19,21,1,-1,0,0,0,0,0,2
2006-2007,3/3/2007,Man City,Wigan,0,1,A,2007-03-03,2007,3,20,37,1,-1,0,0,0,0,0,2
2006-2007,3/3/2007,Newcastle,Middlesbrough,0,0,D,2007-03-03,2007,3,23,22,0,0,0,0,0,0,0,1
2006-2007,3/3/2007,Portsmouth,Chelsea,0,2,A,2007-03-03,2007,3,25,11,2,-2,0,0,1,0,0,2
2006-2007,3/3/2007,Sheffield United,Everton,1,1,D,2007-03-03,2007,3,28,14,2,0,0,0,1,0,1,1
2006-2007,3/3/2007,Watford,Charlton,2,2,D,2007-03-03,2007,3,34,10,4,0,0,1,1,1,1,1
2006-2007,4/3/2007,Bolton,Blackburn,1,2,A,2007-03-04,2007,3,5,3,3,-1,0,1,1,0,1,2
2006-2007,4/3/2007,West Ham,Tottenham,3,4,A,2007-03-04,2007,3,36,33,7,-1,0,1,1,1,1,2
2006-2007,1/4/2007,Tottenham,Reading,1,0,H,2007-04-01,2007,4,33,27,1,1,1,0,0,0,0,0
2006-2007,2/4/2007,Aston Villa,Everton,1,1,D,2007-04-02,2007,4,1,14,2,0,0,0,1,0,1,1
2006-2007,6/4/2007,Everton,Fulham,4,1,H,2007-04-06,2007,4,14,15,5,3,1,1,1,1,1,0
2006-2007,6/4/2007,Man City,Charlton,0,0,D,2007-04-06,2007,4,20,10,0,0,0,0,0,0,0,1
2006-2007,7/4/2007,Arsenal,West Ham,0,1,A,2007-04-07,2007,4,0,36,1,-1,0,0,0,0,0,2
2006-2007,7/4/2007,Blackburn,Aston Villa,1,2,A,2007-04-07,2007,4,3,1,3,-1,0,1,1,0,1,2
2006-2007,7/4/2007,Chelsea,Tottenham,1,0,H,2007-04-07,2007,4,11,33,1,1,1,0,0,0,0,0
2006-2007,7/4/2007,Middlesbrough,Watford,4,1,H,2007-04-07,2007,4,22,34,5,3,1,1,1,1,1,0
2006-2007,7/4/2007,Portsmouth,Man United,2,1,H,2007-04-07,2007,4,25,21,3,1,1,1,1,0,1,0
2006-2007,7/4/2007,Reading,Liverpool,1,2,A,2007-04-07,2007,4,27,19,3,-1,0,1,1,0,1,2
2006-2007,7/4/2007,Sheffield United,Newcastle,1,2,A,2007-04-07,2007,4,28,23,3,-1,0,1,1,0,1,2
2006-2007,7/4/2007,Wigan,Bolton,1,3,A,2007-04-07,2007,4,37,5,4,-2,0,1,1,1,1,2
2006-2007,9/4/2007,Aston Villa,Wigan,1,1,D,2007-04-09,2007,4,1,37,2,0,0,0,1,0,1,1
2006-2007,9/4/2007,Bolton,Everton,1,1,D,2007-04-09,2007,4,5,14,2,0,0,0,1,0,1,1
2006-2007,9/4/2007,Charlton,Reading,0,0,D,2007-04-09,2007,4,10,27,0,0,0,0,0,0,0,1
2006-2007,9/4/2007,Fulham,Man City,1,3,A,2007-04-09,2007,4,15,20,4,-2,0,1,1,1,1,2
2006-2007,9/4/2007,Newcastle,Arsenal,0,0,D,2007-04-09,2007,4,23,0,0,0,0,0,0,0,0,1
2006-2007,9/4/2007,Watford,Portsmouth,4,2,H,2007-04-09,2007,4,34,25,6,2,1,1,1,1,1,0
2006-2007,5/5/2007,Aston Villa,Sheffield United,3,0,H,2007-05-05,2007,5,1,28,3,3,1,1,1,0,0,0
2006-2007,5/5/2007,Everton,Portsmouth,3,0,H,2007-05-05,2007,5,14,25,3,3,1,1,1,0,0,0
2006-2007,5/5/2007,Fulham,Liverpool,1,0,H,2007-05-05,2007,5,15,19,1,1,1,0,0,0,0,0
2006-2007,5/5/2007,Man City,Man United,0,1,A,2007-05-05,2007,5,20,21,1,-1,0,0,0,0,0,2
2006-2007,5/5/2007,Newcastle,Blackburn,0,2,A,2007-05-05,2007,5,23,3,2,-2,0,0,1,0,0,2
2006-2007,5/5/2007,Reading,Watford,0,2,A,2007-05-05,2007,5,27,34,2,-2,0,0,1,0,0,2
2006-2007,5/5/2007,West Ham,Bolton,3,1,H,2007-05-05,2007,5,36,5,4,2,1,1,1,1,1,0
2006-2007,5/5/2007,Wigan,Middlesbrough,0,1,A,2007-05-05,2007,5,37,22,1,-1,0,0,0,0,0,2
2006-2007,6/5/2007,Arsenal,Chelsea,1,1,D,2007-05-06,2007,5,0,11,2,0,0,0,1,0,1,1
2006-2007,7/5/2007,Charlton,Tottenham,0,2,A,2007-05-07,2007,5,10,33,2,-2,0,0,1,0,0,2
2006-2007,9/5/2007,Chelsea,Man United,0,0,D,2007-05-09,2007,5,11,21,0,0,0,0,0,0,0,1
2006-2007,10/5/2007,Tottenham,Blackburn,1,1,D,2007-05-10,2007,5,33,3,2,0,0,0,1,0,1,1
2007-2008,11/8/2007,Aston Villa,Liverpool,1,2,A,2007-08-11,2007,8,1,19,3,-1,0,1,1,0,1,2
2007-2008,11/8/2007,Bolton,Newcastle,1,3,A,2007-08-11,2007,8,5,23,4,-2,0,1,1,1,1,2
2007-2008,11/8/2007,Derby,Portsmouth,2,2,D,2007-08-11,2007,8,13,25,4,0,0,1,1,1,1,1
2007-2008,11/8/2007,Everton,Wigan,2,1,H,2007-08-11,2007,8,14,37,3,1,1,1,1,0,1,0
2007-2008,11/8/2007,Middlesbrough,Blackburn,1,2,A,2007-08-11,2007,8,22,3,3,-1,0,1,1,0,1,2
2007-2008,11/8/2007,Sunderland,Tottenham,1,0,H,2007-08-11,2007,8,31,33,1,1,1,0,0,0,0,0
2007-2008,11/8/2007,West Ham,Man City,0,2,A,2007-08-11,2007,8,36,20,2,-2,0,0,1,0,0,2
2007-2008,12/8/2007,Arsenal,Fulham,2,1,H,2007-08-12,2007,8,0,15,3,1,1,1,1,0,1,0
2007-2008,12/8/2007,Chelsea,Birmingham,3,2,H,2007-08-12,2007,8,11,2,5,1,1,1,1,1,1,0
2007-2008,12/8/2007,Man United,Reading,0,0,D,2007-08-12,2007,8,21,27,0,0,0,0,0,0,0,1
2007-2008,1/9/2007,Bolton,Everton,1,2,A,2007-09-01,2007,9,5,14,3,-1,0,1,1,0,1,2
2007-2008,1/9/2007,Fulham,Tottenham,3,3,D,2007-09-01,2007,9,15,33,6,0,0,1,1,1,1,1
2007-2008,1/9/2007,Liverpool,Derby,6,0,H,2007-09-01,2007,9,19,13,6,6,1,1,1,1,0,0
2007-2008,1/9/2007,Man United,Sunderland,1,0,H,2007-09-01,2007,9,21,31,1,1,1,0,0,0,0,0
2007-2008,1/9/2007,Middlesbrough,Birmingham,2,0,H,2007-09-01,2007,9,22,2,2,2,1,0,1,0,0,0
2007-2008,1/9/2007,Newcastle,Wigan,1,0,H,2007-09-01,2007,9,23,37,1,1,1,0,0,0,0,0
2007-2008,1/9/2007,Reading,West Ham,0,3,A,2007-09-01,2007,9,27,36,3,-3,0,1,1,0,0,2
2007-2008,2/9/2007,Arsenal,Portsmouth,3,1,H,2007-09-02,2007,9,0,25,4,2,1,1,1,1,1,0
2007-2008,2/9/2007,Aston Villa,Chelsea,2,0,H,2007-09-02,2007,9,1,11,2,2,1,0,1,0,0,0
2007-2008,2/9/2007,Blackburn,Man City,1,0,H,2007-09-02,2007,9,3,20,1,1,1,0,0,0,0,0
2007-2008,1/10/2007,Tottenham,Aston Villa,4,4,D,2007-10-01,2007,10,33,1,8,0,0,1,1,1,1,1
2007-2008,6/10/2007,Aston Villa,West Ham,1,0,H,2007-10-06,2007,10,1,36,1,1,1,0,0,0,0,0
2007-2008,6/10/2007,Man United,Wigan,4,0,H,2007-10-06,2007,10,21,37,4,4,1,1,1,1,0,0
2007-2008,7/10/2007,Arsenal,Sunderland,3,2,H,2007-10-07,2007,10,0,31,5,1,1,1,1,1,1,0
2007-2008,7/10/2007,Blackburn,Birmingham,2,1,H,2007-10-07,2007,10,3,2,3,1,1,1,1,0,1,0
2007-2008,7/10/2007,Bolton,Chelsea,0,1,A,2007-10-07,2007,10,5,11,1,-1,0,0,0,0,0,2
2007-2008,7/10/2007,Fulham,Portsmouth,0,2,A,2007-10-07,2007,10,15,25,2,-2,0,0,1,0,0,2
2007-2008,7/10/2007,Liverpool,Tottenham,2,2,D,2007-10-07,2007,10,19,33,4,0,0,1,1,1,1,1
2007-2008,7/10/2007,Man City,Middlesbrough,3,1,H,2007-10-07,2007,10,20,22,4,2,1,1,1,1,1,0
2007-2008,7/10/2007,Newcastle,Everton,3,2,H,2007-10-07,2007,10,23,14,5,1,1,1,1,1,1,0
2007-2008,7/10/2007,Reading,Derby,1,0,H,2007-10-07,2007,10,27,13,1,1,1,0,0,0,0,0
2007-2008,3/11/2007,Arsenal,Man United,2,2,D,2007-11-03,2007,11,0,21,4,0,0,1,1,1,1,1
2007-2008,3/11/2007,Aston Villa,Derby,2,0,H,2007-11-03,2007,11,1,13,2,2,1,0,1,0,0,0
2007-2008,3/11/2007,Blackburn,Liverpool,0,0,D,2007-11-03,2007,11,3,19,0,0,0,0,0,0,0,1
2007-2008,3/11/2007,Everton,Birmingham,3,1,H,2007-11-03,2007,11,14,2,4,2,1,1,1,1,1,0
2007-2008,3/11/2007,Fulham,Reading,3,1,H,2007-11-03,2007,11,15,27,4,2,1,1,1,1,1,0
2007-2008,3/11/2007,Middlesbrough,Tottenham,1,1,D,2007-11-03,2007,11,22,33,2,0,0,0,1,0,1,1
2007-2008,3/11/2007,Newcastle,Portsmouth,1,4,A,2007-11-03,2007,11,23,25,5,-3,0,1,1,1,1,2
2007-2008,3/11/2007,Wigan,Chelsea,0,2,A,2007-11-03,2007,11,37,11,2,-2,0,0,1,0,0,2
2007-2008,4/11/2007,West Ham,Bolton,1,1,D,2007-11-04,2007,11,36,5,2,0,0,0,1,0,1,1
2007-2008,5/11/2007,Man City,Sunderland,1,0,H,2007-11-05,2007,11,20,31,1,1,1,0,0,0,0,0
2007-2008,10/11/2007,Derby,West Ham,0,5,A,2007-11-10,2007,11,13,36,5,-5,0,1,1,1,0,2
2007-2008,10/11/2007,Liverpool,Fulham,2,0,H,2007-11-10,2007,11,19,15,2,2,1,0,1,0,0,0
2007-2008,10/11/2007,Sunderland,Newcastle,1,1,D,2007-11-10,2007,11,31,23,2,0,0,0,1,0,1,1
2007-2008,11/11/2007,Birmingham,Aston Villa,1,2,A,2007-11-11,2007,11,2,1,3,-1,0,1,1,0,1,2
2007-2008,11/11/2007,Bolton,Middlesbrough,0,0,D,2007-11-11,2007,11,5,22,0,0,0,0,0,0,0,1
2007-2008,11/11/2007,Chelsea,Everton,1,1,D,2007-11-11,2007,11,11,14,2,0,0,0,1,0,1,1
2007-2008,11/11/2007,Man United,Blackburn,2,0,H,2007-11-11,2007,11,21,3,2,2,1,0,1,0,0,0
2007-2008,11/11/2007,Portsmouth,Man City,0,0,D,2007-11-11,2007,11,25,20,0,0,0,0,0,0,0,1
2007-2008,11/11/2007,Tottenham,Wigan,4,0,H,2007-11-11,2007,11,33,37,4,4,1,1,1,1,0,0
2007-2008,12/11/2007,Reading,Arsenal,1,3,A,2007-11-12,2007,11,27,0,4,-2,0,1,1,1,1,2
2007-2008,1/12/2007,Aston Villa,Arsenal,1,2,A,2007-12-01,2007,12,1,0,3,-1,0,1,1,0,1,2
2007-2008,1/12/2007,Blackburn,Newcastle,3,1,H,2007-12-01,2007,12,3,23,4,2,1,1,1,1,1,0
2007-2008,1/12/2007,Chelsea,West Ham,1,0,H,2007-12-01,2007,12,11,36,1,1,1,0,0,0,0,0
2007-2008,1/12/2007,Portsmouth,Everton,0,0,D,2007-12-01,2007,12,25,14,0,0,0,0,0,0,0,1
2007-2008,1/12/2007,Reading,Middlesbrough,1,1,D,2007-12-01,2007,12,27,22,2,0,0,0,1,0,1,1
2007-2008,1/12/2007,Sunderland,Derby,1,0,H,2007-12-01,2007,12,31,13,1,1,1,0,0,0,0,0
2007-2008,1/12/2007,Wigan,Man City,1,1,D,2007-12-01,2007,12,37,20,2,0,0,0,1,0,1,1
2007-2008,2/12/2007,Liverpool,Bolton,4,0,H,2007-12-02,2007,12,19,5,4,4,1,1,1,1,0,0
2007-2008,2/12/2007,Tottenham,Birmingham,2,3,A,2007-12-02,2007,12,33,2,5,-1,0,1,1,1,1,2
2007-2008,3/12/2007,Man United,Fulham,2,0,H,2007-12-03,2007,12,21,15,2,2,1,0,1,0,0,0
2007-2008,5/12/2007,Newcastle,Arsenal,1,1,D,2007-12-05,2007,12,23,0,2,0,0,0,1,0,1,1
2007-2008,8/12/2007,Aston Villa,Portsmouth,1,3,A,2007-12-08,2007,12,1,25,4,-2,0,1,1,1,1,2
2007-2008,8/12/2007,Chelsea,Sunderland,2,0,H,2007-12-08,2007,12,11,31,2,2,1,0,1,0,0,0
2007-2008,8/12/2007,Everton,Fulham,3,0,H,2007-12-08,2007,12,14,15,3,3,1,1,1,0,0,0
2007-2008,8/12/2007,Man United,Derby,4,1,H,2007-12-08,2007,12,21,13,5,3,1,1,1,1,1,0
2007-2008,8/12/2007,Newcastle,Birmingham,2,1,H,2007-12-08,2007,12,23,2,3,1,1,1,1,0,1,0
2007-2008,8/12/2007,Reading,Liverpool,3,1,H,2007-12-08,2007,12,27,19,4,2,1,1,1,1,1,0
2007-2008,9/12/2007,Blackburn,West Ham,0,1,A,2007-12-09,2007,12,3,36,1,-1,0,0,0,0,0,2
2007-2008,9/12/2007,Bolton,Wigan,4,1,H,2007-12-09,2007,12,5,37,5,3,1,1,1,1,1,0
2007-2008,9/12/2007,Middlesbrough,Arsenal,2,1,H,2007-12-09,2007,12,22,0,3,1,1,1,1,0,1,0
2007-2008,9/12/2007,Tottenham,Man City,2,1,H,2007-12-09,2007,12,33,20,3,1,1,1,1,0,1,0
2007-2008,1/1/2008,Arsenal,West Ham,2,0,H,2008-01-01,2008,1,0,36,2,2,1,0,1,0,0,0
2007-2008,1/1/2008,Aston Villa,Tottenham,2,1,H,2008-01-01,2008,1,1,33,3,1,1,1,1,0,1,0
2007-2008,1/1/2008,Fulham,Chelsea,1,2,A,2008-01-01,2008,1,15,11,3,-1,0,1,1,0,1,2
2007-2008,1/1/2008,Man United,Birmingham,1,0,H,2008-01-01,2008,1,21,2,1,1,1,0,0,0,0,0
2007-2008,1/1/2008,Middlesbrough,Everton,0,2,A,2008-01-01,2008,1,22,14,2,-2,0,0,1,0,0,2
2007-2008,1/1/2008,Reading,Portsmouth,0,2,A,2008-01-01,2008,1,27,25,2,-2,0,0,1,0,0,2
2007-2008,2/1/2008,Blackburn,Sunderland,1,0,H,2008-01-02,2008,1,3,31,1,1,1,0,0,0,0,0
2007-2008,2/1/2008,Bolton,Derby,1,0,H,2008-01-02,2008,1,5,13,1,1,1,0,0,0,0,0
2007-2008,2/1/2008,Liverpool,Wigan,1,1,D,2008-01-02,2008,1,19,37,2,0,0,0,1,0,1,1
2007-2008,2/1/2008,Newcastle,Man City,0,2,A,2008-01-02,2008,1,23,20,2,-2,0,0,1,0,0,2
2007-2008,12/1/2008,Arsenal,Birmingham,1,1,D,2008-01-12,2008,1,0,2,2,0,0,0,1,0,1,1
2007-2008,12/1/2008,Aston Villa,Reading,3,1,H,2008-01-12,2008,1,1,27,4,2,1,1,1,1,1,0
2007-2008,12/1/2008,Chelsea,Tottenham,2,0,H,2008-01-12,2008,1,11,33,2,2,1,0,1,0,0,0
2007-2008,12/1/2008,Derby,Wigan,0,1,A,2008-01-12,2008,1,13,37,1,-1,0,0,0,0,0,2
2007-2008,12/1/2008,Everton,Man City,1,0,H,2008-01-12,2008,1,14,20,1,1,1,0,0,0,0,0
2007-2008,12/1/2008,Man United,Newcastle,6,0,H,2008-01-12,2008,1,21,23,6,6,1,1,1,1,0,0
2007-2008,12/1/2008,Middlesbrough,Liverpool,1,1,D,2008-01-12,2008,1,22,19,2,0,0,0,1,0,1,1
2007-2008,12/1/2008,West Ham,Fulham,2,1,H,2008-01-12,2008,1,36,15,3,1,1,1,1,0,1,0
2007-2008,2/2/2008,Birmingham,Derby,1,1,D,2008-02-02,2008,2,2,13,2,0,0,0,1,0,1,1
2007-2008,2/2/2008,Blackburn,Everton,0,0,D,2008-02-02,2008,2,3,14,0,0,0,0,0,0,0,1
2007-2008,2/2/2008,Liverpool,Sunderland,3,0,H,2008-02-02,2008,2,19,31,3,3,1,1,1,0,0,0
2007-2008,2/2/2008,Man City,Arsenal,1,3,A,2008-02-02,2008,2,20,0,4,-2,0,1,1,1,1,2
2007-2008,2/2/2008,Portsmouth,Chelsea,1,1,D,2008-02-02,2008,2,25,11,2,0,0,0,1,0,1,1
2007-2008,2/2/2008,Reading,Bolton,0,2,A,2008-02-02,2008,2,27,5,2,-2,0,0,1,0,0,2
2007-2008,2/2/2008,Tottenham,Man United,1,1,D,2008-02-02,2008,2,33,21,2,0,0,0,1,0,1,1
2007-2008,2/2/2008,Wigan,West Ham,1,0,H,2008-02-02,2008,2,37,36,1,1,1,0,0,0,0,0
2007-2008,3/2/2008,Fulham,Aston Villa,2,1,H,2008-02-03,2008,2,15,1,3,1,1,1,1,0,1,0
2007-2008,3/2/2008,Newcastle,Middlesbrough,1,1,D,2008-02-03,2008,2,23,22,2,0,0,0,1,0,1,1
2007-2008,9/2/2008,Aston Villa,Newcastle,4,1,H,2008-02-09,2008,2,1,23,5,3,1,1,1,1,1,0
2007-2008,9/2/2008,Bolton,Portsmouth,0,1,A,2008-02-09,2008,2,5,25,1,-1,0,0,0,0,0,2
2007-2008,9/2/2008,Derby,Tottenham,0,3,A,2008-02-09,2008,2,13,33,3,-3,0,1,1,0,0,2
2007-2008,9/2/2008,Everton,Reading,1,0,H,2008-02-09,2008,2,14,27,1,1,1,0,0,0,0,0
2007-2008,9/2/2008,Middlesbrough,Fulham,1,0,H,2008-02-09,2008,2,22,15,1,1,1,0,0,0,0,0
2007-2008,9/2/2008,Sunderland,Wigan,2,0,H,2008-02-09,2008,2,31,37,2,2,1,0,1,0,0,0
2007-2008,9/2/2008,West Ham,Birmingham,1,1,D,2008-02-09,2008,2,36,2,2,0,0,0,1,0,1,1
2007-2008,10/2/2008,Chelsea,Liverpool,0,0,D,2008-02-10,2008,2,11,19,0,0,0,0,0,0,0,1
2007-2008,10/2/2008,Man United,Man City,1,2,A,2008-02-10,2008,2,21,20,3,-1,0,1,1,0,1,2
2007-2008,11/2/2008,Arsenal,Blackburn,2,0,H,2008-02-11,2008,2,0,3,2,2,1,0,1,0,0,0
2007-2008,1/3/2008,Arsenal,Aston Villa,1,1,D,2008-03-01,2008,3,0,1,2,0,0,0,1,0,1,1
2007-2008,1/3/2008,Birmingham,Tottenham,4,1,H,2008-03-01,2008,3,2,33,5,3,1,1,1,1,1,0
2007-2008,1/3/2008,Derby,Sunderland,0,0,D,2008-03-01,2008,3,13,31,0,0,0,0,0,0,0,1
2007-2008,1/3/2008,Fulham,Man United,0,3,A,2008-03-01,2008,3,15,21,3,-3,0,1,1,0,0,2
2007-2008,1/3/2008,Man City,Wigan,0,0,D,2008-03-01,2008,3,20,37,0,0,0,0,0,0,0,1
2007-2008,1/3/2008,Middlesbrough,Reading,0,1,A,2008-03-01,2008,3,22,27,1,-1,0,0,0,0,0,2
2007-2008,1/3/2008,Newcastle,Blackburn,0,1,A,2008-03-01,2008,3,23,3,1,-1,0,0,0,0,0,2
2007-2008,1/3/2008,West Ham,Chelsea,0,4,A,2008-03-01,2008,3,36,11,4,-4,0,1,1,1,0,2
2007-2008,2/3/2008,Bolton,Liverpool,1,3,A,2008-03-02,2008,3,5,19,4,-2,0,1,1,1,1,2
2007-2008,2/3/2008,Everton,Portsmouth,3,1,H,2008-03-02,2008,3,14,25,4,2,1,1,1,1,1,0
2007-2008,5/3/2008,Liverpool,West Ham,4,0,H,2008-03-05,2008,3,19,36,4,4,1,1,1,1,0,0
2007-2008,8/3/2008,Blackburn,Fulham,1,1,D,2008-03-08,2008,3,3,15,2,0,0,0,1,0,1,1
2007-2008,8/3/2008,Liverpool,Newcastle,3,0,H,2008-03-08,2008,3,19,23,3,3,1,1,1,0,0,0
2007-2008,8/3/2008,Reading,Man City,2,0,H,2008-03-08,2008,3,27,20,2,2,1,0,1,0,0,0
2007-2008,9/3/2008,Sunderland,Everton,0,1,A,2008-03-09,2008,3,31,14,1,-1,0,0,0,0,0,2
2007-2008,9/3/2008,Tottenham,West Ham,4,0,H,2008-03-09,2008,3,33,36,4,4,1,1,1,1,0,0
2007-2008,9/3/2008,Wigan,Arsenal,0,0,D,2008-03-09,2008,3,37,0,0,0,0,0,0,0,0,1
2007-2008,12/3/2008,Aston Villa,Middlesbrough,1,1,D,2008-03-12,2008,3,1,22,2,0,0,0,1,0,1,1
2007-2008,12/3/2008,Chelsea,Derby,6,1,H,2008-03-12,2008,3,11,13,7,5,1,1,1,1,1,0
2007-2008,12/3/2008,Portsmouth,Birmingham,4,2,H,2008-03-12,2008,3,25,2,6,2,1,1,1,1,1,0
2007-2008,5/4/2008,Arsenal,Liverpool,1,1,D,2008-04-05,2008,4,0,19,2,0,0,0,1,0,1,1
2007-2008,5/4/2008,Aston Villa,Bolton,4,0,H,2008-04-05,2008,4,1,5,4,4,1,1,1,1,0,0
2007-2008,5/4/2008,Blackburn,Tottenham,1,1,D,2008-04-05,2008,4,3,33,2,0,0,0,1,0,1,1
2007-2008,5/4/2008,Fulham,Sunderland,1,3,A,2008-04-05,2008,4,15,31,4,-2,0,1,1,1,1,2
2007-2008,5/4/2008,Man City,Chelsea,0,2,A,2008-04-05,2008,4,20,11,2,-2,0,0,1,0,0,2
2007-2008,5/4/2008,Newcastle,Reading,3,0,H,2008-04-05,2008,4,23,27,3,3,1,1,1,0,0,0
2007-2008,5/4/2008,Wigan,Birmingham,2,0,H,2008-04-05,2008,4,37,2,2,2,1,0,1,0,0,0
2007-2008,6/4/2008,Everton,Derby,1,0,H,2008-04-06,2008,4,14,13,1,1,1,0,0,0,0,0
2007-2008,6/4/2008,Middlesbrough,Man United,2,2,D,2008-04-06,2008,4,22,21,4,0,0,1,1,1,1,1
2007-2008,8/4/2008,West Ham,Portsmouth,0,1,A,2008-04-08,2008,4,36,25,1,-1,0,0,0,0,0,2
2007-2008,12/4/2008,Birmingham,Everton,1,1,D,2008-04-12,2008,4,2,14,2,0,0,0,1,0,1,1
2007-2008,12/4/2008,Bolton,West Ham,1,0,H,2008-04-12,2008,4,5,36,1,1,1,0,0,0,0,0
2007-2008,12/4/2008,Derby,Aston Villa,0,6,A,2008-04-12,2008,4,13,1,6,-6,0,1,1,1,0,2
2007-2008,12/4/2008,Portsmouth,Newcastle,0,0,D,2008-04-12,2008,4,25,23,0,0,0,0,0,0,0,1
2007-2008,12/4/2008,Reading,Fulham,0,2,A,2008-04-12,2008,4,27,15,2,-2,0,0,1,0,0,2
2007-2008,12/4/2008,Sunderland,Man City,1,2,A,2008-04-12,2008,4,31,20,3,-1,0,1,1,0,1,2
